0 0 70.800 70.800
1 0 20.400 37.200
2 0 25.816 91.058
3 0 122.629 131.316
4 0 75.169 12.796
5 0 137.511 78.668
6 0 120.458 13.447
7 0 69.169 132.181
8 0 75.686 96.552
9 0 94.665 17.400
10 0 75.114 54.369
11 0 100.347 40.200
12 0 137.458 12.000
13 0 45.187 75.074
14 0 126.991 121.685
15 0 92.508 88.730
16 0 108.076 79.962
17 0 52.844 14.454
18 0 138.000 137.525
19 0 12.000 95.493
20 0 12.000 138.000
21 0 12.000 12.000
22 0 107.836 108.495
23 0 71.886 81.275
24 0 73.800 117.693
25 0 37.298 121.200
26 0 138.490 37.200
27 0 121.927 65.315
28 0 79.951 103.971
29 0 12.979 54.280
30 0 124.200 31.800
31 0 51.276 137.389
32 0 62.324 39.634
33 0 76.200 23.455
34 0 138.000 53.918
35 0 65.192 20.004
36 0 75.311 137.791
37 0 138.000 95.629
38 0 92.761 26.056
39 0 97.896 79.658
0 2 70.800 70.800
1 2 20.400 37.200
2 2 25.816 91.058
3 2 122.629 131.316
4 2 75.169 12.796
5 2 137.511 78.668
6 2 120.458 13.447
7 2 69.169 132.181
8 2 75.686 96.552
9 2 94.665 17.400
10 2 75.114 54.369
11 2 112.800 40.200
12 2 137.458 12.000
13 2 45.187 75.074
14 2 126.991 121.685
15 2 92.508 88.730
16 2 108.076 79.962
17 2 52.844 14.454
18 2 138.000 137.525
19 2 12.000 95.493
20 2 12.000 138.000
21 2 12.000 12.000
22 2 107.836 108.495
23 2 71.886 81.275
24 2 73.800 111.046
25 2 37.298 121.200
26 2 138.490 37.200
27 2 121.927 65.315
28 2 79.951 103.971
29 2 12.979 54.280
30 2 104.400 31.800
31 2 51.276 137.389
32 2 62.324 39.634
33 2 76.200 23.455
34 2 138.000 53.918
35 2 65.192 20.004
36 2 75.311 137.791
37 2 138.000 95.629
38 2 92.761 26.056
39 2 97.896 79.658
0 4 70.800 70.800
1 4 4.400 37.200
2 4 25.816 91.058
3 4 122.629 131.316
4 4 75.169 12.796
5 4 137.511 78.668
6 4 120.458 13.447
7 4 69.169 132.181
8 4 75.686 96.552
9 4 94.665 17.400
10 4 75.114 54.369
11 4 112.800 40.200
12 4 137.458 12.000
13 4 45.187 75.074
14 4 126.991 121.685
15 4 92.508 88.730
16 4 108.076 79.962
17 4 52.844 14.454
18 4 138.000 137.525
19 4 12.000 95.493
20 4 12.000 138.000
21 4 12.000 12.000
22 4 107.836 108.495
23 4 71.886 81.275
24 4 73.800 111.046
25 4 54.000 121.200
26 4 138.490 37.200
27 4 121.927 65.315
28 4 79.951 103.971
29 4 12.979 54.280
30 4 87.600 31.800
31 4 51.276 137.389
32 4 62.324 39.634
33 4 76.200 23.455
34 4 138.000 53.918
35 4 65.192 20.004
36 4 75.311 137.791
37 4 138.000 95.629
38 4 92.761 26.056
39 4 97.896 79.658
0 6 70.800 70.800
1 6 0.000 37.200
2 6 25.816 91.058
3 6 122.629 131.316
4 6 75.169 12.796
5 6 137.511 78.668
6 6 120.458 13.447
7 6 69.169 132.181
8 6 75.686 96.552
9 6 112.800 17.400
10 6 75.114 54.369
11 6 112.800 40.200
12 6 137.458 12.000
13 6 45.187 75.074
14 6 126.991 121.685
15 6 92.508 88.730
16 6 108.076 79.962
17 6 52.844 14.454
18 6 138.000 137.525
19 6 12.000 95.493
20 6 12.000 138.000
21 6 12.000 12.000
22 6 107.836 108.495
23 6 71.886 81.275
24 6 73.800 111.046
25 6 70.800 121.200
26 6 121.200 37.200
27 6 121.927 65.315
28 6 79.951 103.971
29 6 12.979 54.280
30 6 90.600 12.000
31 6 51.276 137.389
32 6 62.324 39.634
33 6 76.200 23.455
34 6 138.000 53.918
35 6 65.192 20.004
36 6 75.311 137.791
37 6 138.000 95.629
38 6 92.761 26.056
39 6 97.896 79.658
0 8 70.800 70.800
1 8 12.000 37.200
2 8 25.816 91.058
3 8 122.629 131.316
4 8 75.169 12.796
5 8 137.511 78.668
6 8 120.458 13.447
7 8 69.169 132.181
8 8 75.686 96.552
9 8 129.600 17.400
10 8 75.114 54.369
11 8 112.800 40.200
12 8 137.458 12.000
13 8 45.187 75.074
14 8 126.991 121.685
15 8 92.508 88.730
16 8 108.076 79.962
17 8 52.844 14.454
18 8 138.000 137.525
19 8 12.000 95.493
20 8 12.000 138.000
21 8 12.000 12.000
22 8 107.836 108.495
23 8 71.886 81.275
24 8 73.800 111.046
25 8 70.800 121.200
26 8 104.400 37.200
27 8 121.927 65.315
28 8 79.951 103.971
29 8 12.979 54.280
30 8 90.600 12.000
31 8 51.276 137.389
32 8 62.324 39.634
33 8 76.200 23.455
34 8 138.000 53.918
35 8 65.192 20.004
36 8 75.311 137.791
37 8 138.000 95.629
38 8 92.761 26.056
39 8 97.896 79.658
0 10 70.800 70.800
1 10 28.800 37.200
2 10 25.816 91.058
3 10 122.629 131.316
4 10 75.169 12.796
5 10 137.511 78.668
6 10 120.458 13.447
7 10 69.169 132.181
8 10 75.686 96.552
9 10 129.600 17.400
10 10 75.114 54.369
11 10 129.600 40.200
12 10 137.458 12.000
13 10 45.187 75.074
14 10 126.991 121.685
15 10 92.508 88.730
16 10 108.076 79.962
17 10 52.844 14.454
18 10 138.000 137.525
19 10 12.000 95.493
20 10 12.000 138.000
21 10 12.000 12.000
22 10 107.836 108.495
23 10 71.886 81.275
24 10 73.800 111.046
25 10 70.800 121.200
26 10 104.400 37.200
27 10 121.927 65.315
28 10 79.951 103.971
29 10 12.979 54.280
30 10 90.600 12.000
31 10 51.276 137.389
32 10 62.324 39.634
33 10 76.200 23.455
34 10 138.000 53.918
35 10 65.192 20.004
36 10 75.311 137.791
37 10 138.000 95.629
38 10 92.761 26.056
39 10 97.896 79.658
0 12 70.800 70.800
1 12 45.600 37.200
2 12 25.816 91.058
3 12 122.629 131.316
4 12 75.169 12.796
5 12 137.511 78.668
6 12 120.458 13.447
7 12 69.169 132.181
8 12 75.686 96.552
9 12 129.600 17.400
10 12 75.114 54.369
11 12 145.600 40.200
12 12 137.458 12.000
13 12 45.187 75.074
14 12 126.991 121.685
15 12 92.508 88.730
16 12 108.076 79.962
17 12 52.844 14.454
18 12 138.000 137.525
19 12 12.000 95.493
20 12 12.000 138.000
21 12 12.000 12.000
22 12 107.836 108.495
23 12 71.886 81.275
24 12 73.800 111.046
25 12 70.800 121.200
26 12 104.400 37.200
27 12 121.927 65.315
28 12 79.951 103.971
29 12 12.979 54.280
30 12 90.600 12.000
31 12 51.276 137.389
32 12 62.324 39.634
33 12 76.200 23.455
34 12 138.000 53.918
35 12 65.192 20.004
36 12 75.311 137.791
37 12 138.000 95.629
38 12 92.761 26.056
39 12 97.896 79.658
0 14 70.800 70.800
1 14 54.000 37.200
2 14 25.816 91.058
3 14 122.629 131.316
4 14 75.169 12.796
5 14 137.511 78.668
6 14 120.458 13.447
7 14 69.169 132.181
8 14 75.686 96.552
9 14 129.600 17.400
10 14 75.114 54.369
11 14 150.000 40.200
12 14 137.458 12.000
13 14 45.187 75.074
14 14 126.991 121.685
15 14 92.508 88.730
16 14 108.076 79.962
17 14 52.844 14.454
18 14 138.000 137.525
19 14 12.000 95.493
20 14 12.000 138.000
21 14 12.000 12.000
22 14 107.836 108.495
23 14 71.886 81.275
24 14 73.800 111.046
25 14 70.800 104.400
26 14 104.400 37.200
27 14 121.927 65.315
28 14 79.951 103.971
29 14 12.979 54.280
30 14 90.600 0.000
31 14 51.276 137.389
32 14 62.324 39.634
33 14 74.213 23.229
34 14 138.000 53.918
35 14 65.192 20.004
36 14 75.311 137.791
37 14 138.000 95.629
38 14 92.761 26.056
39 14 97.896 79.658
0 16 70.800 70.800
1 16 54.000 37.200
2 16 25.816 91.058
3 16 121.781 133.127
4 16 75.169 12.796
5 16 137.511 78.668
6 16 120.458 13.447
7 16 69.169 132.181
8 16 75.686 96.552
9 16 129.600 17.400
10 16 75.114 54.369
11 16 138.000 40.200
12 16 137.458 12.000
13 16 45.187 75.074
14 16 126.991 121.685
15 16 92.508 88.730
16 16 108.076 79.962
17 16 52.844 14.454
18 16 138.000 137.525
19 16 12.000 95.493
20 16 12.000 138.000
21 16 12.000 12.000
22 16 107.836 108.495
23 16 71.886 81.275
24 16 73.800 111.046
25 16 70.800 104.400
26 16 104.400 37.200
27 16 121.927 65.315
28 16 79.951 103.971
29 16 12.979 54.280
30 16 90.600 12.000
31 16 51.276 137.389
32 16 62.324 39.634
33 16 74.213 23.229
34 16 138.000 53.918
35 16 65.192 20.004
36 16 75.311 137.791
37 16 138.000 95.629
38 16 92.761 26.056
39 16 97.896 79.658
0 18 70.800 70.800
1 18 54.000 37.200
2 18 25.816 91.058
3 18 122.258 135.069
4 18 75.169 12.796
5 18 137.511 78.668
6 18 120.458 13.447
7 18 69.169 132.181
8 18 75.686 96.552
9 18 129.600 17.400
10 18 75.114 54.369
11 18 141.000 43.650
12 18 137.458 12.000
13 18 45.187 75.074
14 18 126.991 121.685
15 18 90.669 87.943
16 18 108.076 79.962
17 18 52.844 14.454
18 18 138.000 137.525
19 18 12.000 95.493
20 18 12.000 138.000
21 18 12.000 12.000
22 18 109.807 108.832
23 18 71.886 81.275
24 18 73.800 107.285
25 18 70.800 104.400
26 18 104.400 37.200
27 18 121.927 65.315
28 18 79.951 103.971
29 18 12.979 54.280
30 18 90.600 12.000
31 18 51.276 137.389
32 18 62.324 39.634
33 18 74.213 23.229
34 18 138.000 53.918
35 18 65.192 20.004
36 18 75.311 137.791
37 18 138.000 95.629
38 18 92.761 26.056
39 18 97.896 79.658
0 20 70.800 70.800
1 20 54.000 37.200
2 20 25.816 91.058
3 20 122.232 133.069
4 20 75.169 12.796
5 20 137.511 78.668
6 20 120.458 13.447
7 20 69.169 132.181
8 20 75.686 96.552
9 20 129.600 17.400
10 20 75.114 54.369
11 20 141.000 43.650
12 20 137.458 12.000
13 20 44.428 76.924
14 20 126.991 121.685
15 20 90.669 87.943
16 20 108.076 79.962
17 20 52.844 14.454
18 20 138.000 137.525
19 20 12.000 95.493
20 20 12.000 138.000
21 20 12.000 12.000
22 20 111.758 108.393
23 20 71.886 81.275
24 20 73.800 107.285
25 20 70.800 104.400
26 20 104.400 37.200
27 20 121.927 65.315
28 20 79.951 103.971
29 20 12.979 54.280
30 20 90.600 12.000
31 20 51.276 137.389
32 20 62.324 39.634
33 20 74.213 23.229
34 20 138.000 53.918
35 20 65.192 20.004
36 20 75.311 137.791
37 20 138.000 95.629
38 20 92.761 26.056
39 20 97.896 79.658
0 22 70.800 70.800
1 22 54.000 37.200
2 22 25.816 91.058
3 22 122.232 133.069
4 22 75.169 12.796
5 22 137.511 78.668
6 22 120.458 13.447
7 22 69.169 132.181
8 22 75.686 96.552
9 22 129.600 17.400
10 22 75.114 54.369
11 22 141.000 43.650
12 22 137.458 12.000
13 22 44.176 78.908
14 22 126.991 121.685
15 22 90.669 87.943
16 22 108.076 79.962
17 22 52.844 14.454
18 22 138.000 137.525
19 22 12.000 95.493
20 22 12.000 138.000
21 22 12.000 12.000
22 22 111.758 108.393
23 22 71.886 81.275
24 22 73.800 107.285
25 22 70.800 104.400
26 22 104.400 37.200
27 22 119.984 64.840
28 22 79.951 103.971
29 22 12.979 54.280
30 22 90.600 12.000
31 22 51.276 137.389
32 22 62.324 39.634
33 22 74.213 23.229
34 22 138.000 53.918
35 22 65.192 20.004
36 22 75.311 137.791
37 22 138.000 95.629
38 22 92.761 26.056
39 22 97.896 79.658
0 24 70.800 70.800
1 24 54.000 37.200
2 24 25.816 91.058
3 24 122.232 133.069
4 24 75.169 12.796
5 24 137.511 78.668
6 24 120.458 13.447
7 24 69.169 132.181
8 24 75.686 96.552
9 24 129.600 17.400
10 24 75.114 54.369
11 24 141.000 43.650
12 24 137.458 12.000
13 24 45.844 80.012
14 24 126.991 121.685
15 24 90.669 87.943
16 24 108.076 79.962
17 24 52.844 14.454
18 24 138.000 137.525
19 24 12.000 95.493
20 24 12.000 138.000
21 24 12.000 12.000
22 24 111.758 108.393
23 24 69.889 81.391
24 24 73.800 107.285
25 24 70.800 104.400
26 24 104.400 37.200
27 24 119.255 62.978
28 24 79.951 103.971
29 24 12.979 54.280
30 24 90.600 12.000
31 24 51.276 137.389
32 24 62.324 39.634
33 24 74.213 23.229
34 24 138.000 53.918
35 24 65.192 20.004
36 24 75.311 137.791
37 24 138.000 95.629
38 24 92.761 26.056
39 24 96.152 78.678
0 26 70.800 70.800
1 26 54.000 28.800
2 26 25.816 91.058
3 26 122.232 133.069
4 26 75.169 12.796
5 26 137.511 78.668
6 26 120.458 13.447
7 26 69.169 132.181
8 26 75.686 96.552
9 26 145.600 17.400
10 26 75.114 54.369
11 26 141.000 43.650
12 26 137.458 12.000
13 26 47.708 79.288
14 26 124.994 121.800
15 26 90.669 87.943
16 26 108.076 79.962
17 26 52.844 14.454
18 26 138.000 137.525
19 26 12.000 95.493
20 26 12.000 138.000
21 26 12.000 12.000
22 26 111.758 108.393
23 26 70.764 79.592
24 26 73.800 107.285
25 26 70.800 104.400
26 26 104.400 37.200
27 26 117.393 63.709
28 26 81.739 104.869
29 26 12.979 54.280
30 26 90.600 28.800
31 26 51.276 137.389
32 26 62.324 39.634
33 26 74.213 23.229
34 26 138.000 53.918
35 26 65.192 20.004
36 26 75.311 137.791
37 26 138.000 95.629
38 26 92.761 26.056
39 26 94.365 77.780
0 28 70.800 70.800
1 28 37.200 28.800
2 28 25.816 91.058
3 28 122.232 133.069
4 28 75.169 12.796
5 28 137.511 78.668
6 28 120.458 13.447
7 28 69.169 132.181
8 28 75.686 96.552
9 28 150.000 17.400
10 28 75.114 54.369
11 28 141.000 43.650
12 28 137.458 12.000
13 28 46.942 77.441
14 28 125.465 119.856
15 28 90.669 87.943
16 28 108.076 79.962
17 28 52.844 14.454
18 28 138.000 137.525
19 28 12.000 95.493
20 28 12.000 138.000
21 28 12.000 12.000
22 28 111.758 108.393
23 28 70.165 78.792
24 28 73.800 107.285
25 28 70.800 104.400
26 28 87.600 37.200
27 28 117.393 63.709
28 28 81.156 102.956
29 28 12.979 54.280
30 28 90.600 45.600
